2017-08-22 15:01:55,661 INFO: android_total=88, ios_total=12, android_error=37, ios_error=6
2017-08-23 19:41:45,439 INFO: android_total=91, ios_total=9, android_error=57, ios_error=1
2017-08-23 19:41:45,922 INFO: android_total=88, ios_total=12, android_error=39, ios_error=0
2017-08-23 19:41:46,271 INFO: android_total=87, ios_total=13, android_error=59, ios_error=7
2017-08-23 19:41:46,655 INFO: android_total=87, ios_total=13, android_error=51, ios_error=2
2017-08-23 19:41:47,046 INFO: android_total=84, ios_total=16, android_error=52, ios_error=10
2017-08-23 19:41:47,419 INFO: android_total=91, ios_total=9, android_error=71, ios_error=2
2017-08-23 19:41:47,616 INFO: android_total=16, ios_total=2, android_error=9, ios_error=0
2017-08-23 19:41:47,912 INFO: android_total=78, ios_total=4, android_error=32, ios_error=2
2017-08-23 19:41:48,957 INFO: android_total=93, ios_total=7, android_error=66, ios_error=4
2017-08-23 19:41:49,408 INFO: android_total=84, ios_total=16, android_error=54, ios_error=5
2017-08-23 19:41:49,842 INFO: android_total=86, ios_total=14, android_error=58, ios_error=4
2017-08-23 19:41:50,276 INFO: android_total=88, ios_total=12, android_error=64, ios_error=6
2017-08-23 19:41:50,717 INFO: android_total=89, ios_total=11, android_error=58, ios_error=2
2017-08-23 19:41:51,142 INFO: android_total=85, ios_total=15, android_error=39, ios_error=5
2017-08-23 19:41:51,558 INFO: android_total=88, ios_total=12, android_error=57, ios_error=3
2017-08-23 19:41:52,068 INFO: android_total=86, ios_total=14, android_error=51, ios_error=2
2017-08-23 19:41:52,538 INFO: android_total=78, ios_total=22, android_error=49, ios_error=8
2017-08-23 19:41:52,772 INFO: android_total=27, ios_total=1, android_error=18, ios_error=0
2017-08-23 19:41:53,052 INFO: android_total=68, ios_total=4, android_error=23, ios_error=2
2017-08-23 19:41:54,104 INFO: android_total=83, ios_total=17, android_error=48, ios_error=11
2017-08-23 19:41:54,543 INFO: android_total=87, ios_total=13, android_error=57, ios_error=4
2017-08-23 19:41:55,019 INFO: android_total=87, ios_total=13, android_error=55, ios_error=6
2017-08-23 19:41:55,350 INFO: android_total=54, ios_total=12, android_error=34, ios_error=5
2017-08-23 19:41:55,638 INFO: android_total=75, ios_total=10, android_error=32, ios_error=2
2017-08-23 20:02:07,853 INFO: android_total=69, ios_total=31, android_error=46, ios_error=12
2017-08-23 20:02:08,279 INFO: android_total=85, ios_total=15, android_error=49, ios_error=8
2017-08-23 20:02:08,764 INFO: android_total=91, ios_total=9, android_error=54, ios_error=3
2017-08-23 20:02:09,278 INFO: android_total=91, ios_total=9, android_error=55, ios_error=3
2017-08-23 20:02:09,714 INFO: android_total=87, ios_total=13, android_error=39, ios_error=0
2017-08-23 20:02:10,124 INFO: android_total=85, ios_total=15, android_error=60, ios_error=4
2017-08-23 20:02:10,594 INFO: android_total=88, ios_total=12, android_error=54, ios_error=2
2017-08-23 20:02:11,058 INFO: android_total=86, ios_total=14, android_error=61, ios_error=10
2017-08-23 20:02:11,515 INFO: android_total=90, ios_total=10, android_error=61, ios_error=2
2017-08-23 20:02:11,720 INFO: android_total=17, ios_total=1, android_error=13, ios_error=1
2017-08-23 20:02:12,023 INFO: android_total=78, ios_total=4, android_error=34, ios_error=2
2017-08-23 20:02:13,050 INFO: android_total=85, ios_total=15, android_error=57, ios_error=5
2017-08-23 20:02:13,491 INFO: android_total=83, ios_total=17, android_error=54, ios_error=5
2017-08-23 20:02:13,932 INFO: android_total=88, ios_total=12, android_error=63, ios_error=3
2017-08-23 20:02:14,423 INFO: android_total=89, ios_total=11, android_error=60, ios_error=2
2017-08-23 20:02:14,884 INFO: android_total=90, ios_total=10, android_error=56, ios_error=2
2017-08-23 20:02:15,270 INFO: android_total=85, ios_total=15, android_error=37, ios_error=7
2017-08-23 20:02:15,746 INFO: android_total=85, ios_total=15, android_error=50, ios_error=2
2017-08-23 20:02:16,205 INFO: android_total=79, ios_total=21, android_error=52, ios_error=7
2017-08-23 20:02:16,637 INFO: android_total=88, ios_total=12, android_error=56, ios_error=8
2017-08-23 20:02:16,846 INFO: android_total=13, ios_total=5, android_error=6, ios_error=4
2017-08-23 20:02:17,142 INFO: android_total=76, ios_total=6, android_error=32, ios_error=1
2017-08-23 20:02:18,387 INFO: android_total=83, ios_total=17, android_error=57, ios_error=4
2017-08-23 20:02:18,869 INFO: android_total=86, ios_total=14, android_error=57, ios_error=5
2017-08-23 20:02:19,200 INFO: android_total=53, ios_total=14, android_error=33, ios_error=6
2017-08-23 20:02:19,486 INFO: android_total=53, ios_total=6, android_error=19, ios_error=1
2017-08-23 20:33:01,165 INFO: android_total=64, ios_total=36, android_error=34, ios_error=9
2017-08-23 20:33:01,693 INFO: android_total=80, ios_total=20, android_error=35, ios_error=5
2017-08-23 20:33:02,152 INFO: android_total=68, ios_total=32, android_error=35, ios_error=12
2017-08-23 20:33:02,561 INFO: android_total=91, ios_total=9, android_error=27, ios_error=2
2017-08-23 20:33:03,033 INFO: android_total=80, ios_total=20, android_error=40, ios_error=6
2017-08-23 20:33:03,566 INFO: android_total=75, ios_total=25, android_error=39, ios_error=2
2017-08-23 20:33:04,066 INFO: android_total=85, ios_total=15, android_error=44, ios_error=4
2017-08-23 20:33:04,553 INFO: android_total=76, ios_total=24, android_error=44, ios_error=2
2017-08-23 20:33:04,994 INFO: android_total=94, ios_total=6, android_error=36, ios_error=3
2017-08-23 20:33:05,354 INFO: android_total=64, ios_total=27, android_error=39, ios_error=10
2017-08-23 20:33:05,529 INFO: android_total=8, ios_total=1, android_error=1, ios_error=0
2017-08-23 20:33:06,413 INFO: android_total=62, ios_total=13, android_error=28, ios_error=4
2017-08-23 20:33:06,617 INFO: android_total=23, ios_total=0, android_error=8, ios_error=0
2017-08-23 20:46:03,105 INFO: android_total=70, ios_total=30, android_error=49, ios_error=12
2017-08-23 20:46:03,553 INFO: android_total=84, ios_total=16, android_error=54, ios_error=8
2017-08-23 20:46:04,035 INFO: android_total=90, ios_total=10, android_error=55, ios_error=3
2017-08-23 20:46:04,533 INFO: android_total=87, ios_total=13, android_error=35, ios_error=0
2017-08-23 20:46:04,932 INFO: android_total=92, ios_total=8, android_error=61, ios_error=3
2017-08-23 20:46:05,409 INFO: android_total=86, ios_total=14, android_error=60, ios_error=4
2017-08-23 20:46:05,898 INFO: android_total=85, ios_total=15, android_error=54, ios_error=4
2017-08-23 20:46:06,349 INFO: android_total=87, ios_total=13, android_error=61, ios_error=9
2017-08-23 20:46:06,825 INFO: android_total=88, ios_total=12, android_error=61, ios_error=3
2017-08-23 20:46:07,009 INFO: android_total=9, ios_total=0, android_error=6, ios_error=0
2017-08-23 20:46:07,355 INFO: android_total=86, ios_total=5, android_error=38, ios_error=2
2017-08-23 20:46:08,453 INFO: android_total=85, ios_total=15, android_error=59, ios_error=6
2017-08-23 20:46:09,923 INFO: android_total=85, ios_total=15, android_error=55, ios_error=3
2017-08-23 20:46:10,456 INFO: android_total=85, ios_total=15, android_error=59, ios_error=3
2017-08-23 20:46:10,917 INFO: android_total=90, ios_total=10, android_error=61, ios_error=5
2017-08-23 20:46:11,410 INFO: android_total=89, ios_total=11, android_error=60, ios_error=3
2017-08-23 20:46:11,817 INFO: android_total=84, ios_total=16, android_error=38, ios_error=8
2017-08-23 20:46:12,246 INFO: android_total=87, ios_total=13, android_error=56, ios_error=1
2017-08-23 20:46:12,721 INFO: android_total=84, ios_total=16, android_error=55, ios_error=6
2017-08-23 20:46:13,213 INFO: android_total=86, ios_total=14, android_error=56, ios_error=5
2017-08-23 20:46:13,447 INFO: android_total=19, ios_total=5, android_error=11, ios_error=4
2017-08-23 20:46:13,760 INFO: android_total=70, ios_total=6, android_error=28, ios_error=3
2017-08-23 20:46:15,054 INFO: android_total=85, ios_total=15, android_error=57, ios_error=7
2017-08-23 20:46:15,586 INFO: android_total=89, ios_total=11, android_error=57, ios_error=3
2017-08-23 20:46:16,052 INFO: android_total=83, ios_total=17, android_error=53, ios_error=8
2017-08-23 20:46:16,242 INFO: android_total=9, ios_total=2, android_error=7, ios_error=1
2017-08-23 20:46:16,549 INFO: android_total=66, ios_total=9, android_error=24, ios_error=1
2017-08-23 20:52:21,143 INFO: android_total=60, ios_total=18, android_error=31, ios_error=5
2017-08-23 20:52:21,336 INFO: android_total=18, ios_total=3, android_error=7, ios_error=0
2017-08-23 20:58:32,371 INFO: android_total=71, ios_total=29, android_error=33, ios_error=9
2017-08-23 20:58:32,826 INFO: android_total=77, ios_total=23, android_error=45, ios_error=8
2017-08-23 20:58:33,281 INFO: android_total=71, ios_total=29, android_error=35, ios_error=8
2017-08-23 20:58:33,553 INFO: android_total=25, ios_total=8, android_error=13, ios_error=4
2017-08-23 20:58:33,887 INFO: android_total=65, ios_total=16, android_error=18, ios_error=7
2017-08-23 21:00:39,888 INFO: android_total=86, ios_total=14, android_error=36, ios_error=6
2017-08-23 21:00:40,570 INFO: android_total=84, ios_total=16, android_error=44, ios_error=5
2017-08-23 21:00:40,862 INFO: android_total=25, ios_total=1, android_error=8, ios_error=0
2017-08-23 21:00:41,256 INFO: android_total=33, ios_total=5, android_error=7, ios_error=2
2017-08-23 21:03:10,901 INFO: android_total=76, ios_total=24, android_error=23, ios_error=5
2017-08-23 21:03:11,299 INFO: android_total=66, ios_total=18, android_error=23, ios_error=7
2017-08-23 21:03:11,557 INFO: android_total=38, ios_total=9, android_error=11, ios_error=1
2017-08-23 21:07:21,263 INFO: android_total=65, ios_total=35, android_error=34, ios_error=9
2017-08-23 21:07:21,722 INFO: android_total=80, ios_total=20, android_error=35, ios_error=5
2017-08-23 21:07:22,169 INFO: android_total=68, ios_total=32, android_error=37, ios_error=12
2017-08-23 21:07:22,553 INFO: android_total=91, ios_total=9, android_error=27, ios_error=2
2017-08-23 21:07:22,981 INFO: android_total=78, ios_total=22, android_error=37, ios_error=6
2017-08-23 21:07:23,425 INFO: android_total=78, ios_total=22, android_error=43, ios_error=2
2017-08-23 21:07:23,899 INFO: android_total=82, ios_total=18, android_error=41, ios_error=5
2017-08-23 21:07:24,391 INFO: android_total=77, ios_total=23, android_error=44, ios_error=1
2017-08-23 21:07:24,824 INFO: android_total=93, ios_total=7, android_error=36, ios_error=3
2017-08-23 21:07:25,210 INFO: android_total=65, ios_total=25, android_error=40, ios_error=11
2017-08-23 21:07:25,375 INFO: android_total=10, ios_total=0, android_error=2, ios_error=0
2017-08-23 21:07:26,311 INFO: android_total=51, ios_total=12, android_error=23, ios_error=3
2017-08-23 21:07:26,500 INFO: android_total=19, ios_total=0, android_error=7, ios_error=0
2017-08-23 21:09:30,075 INFO: android_total=68, ios_total=32, android_error=45, ios_error=13
2017-08-23 21:09:30,574 INFO: android_total=85, ios_total=15, android_error=50, ios_error=7
2017-08-23 21:09:31,031 INFO: android_total=91, ios_total=9, android_error=53, ios_error=3
2017-08-23 21:09:31,495 INFO: android_total=91, ios_total=9, android_error=58, ios_error=3
2017-08-23 21:09:31,960 INFO: android_total=87, ios_total=13, android_error=39, ios_error=0
2017-08-23 21:09:32,439 INFO: android_total=84, ios_total=16, android_error=60, ios_error=4
2017-08-23 21:09:32,916 INFO: android_total=84, ios_total=16, android_error=52, ios_error=4
2017-08-23 21:09:33,359 INFO: android_total=87, ios_total=13, android_error=64, ios_error=10
2017-08-23 21:09:33,792 INFO: android_total=91, ios_total=9, android_error=65, ios_error=1
2017-08-23 21:09:33,988 INFO: android_total=14, ios_total=2, android_error=8, ios_error=1
2017-08-23 21:09:34,264 INFO: android_total=80, ios_total=4, android_error=34, ios_error=2
2017-08-23 21:09:35,208 INFO: android_total=84, ios_total=16, android_error=56, ios_error=5
2017-08-23 21:09:35,629 INFO: android_total=86, ios_total=14, android_error=57, ios_error=3
2017-08-23 21:09:36,079 INFO: android_total=88, ios_total=12, android_error=64, ios_error=4
2017-08-23 21:09:38,043 INFO: android_total=88, ios_total=12, android_error=62, ios_error=1
2017-08-23 21:09:38,502 INFO: android_total=85, ios_total=15, android_error=37, ios_error=7
2017-08-23 21:09:38,846 INFO: android_total=90, ios_total=10, android_error=58, ios_error=2
2017-08-23 21:09:39,355 INFO: android_total=85, ios_total=15, android_error=52, ios_error=3
2017-08-23 21:09:39,833 INFO: android_total=81, ios_total=19, android_error=51, ios_error=6
2017-08-23 21:09:40,320 INFO: android_total=83, ios_total=17, android_error=51, ios_error=12
2017-08-23 21:09:40,521 INFO: android_total=10, ios_total=3, android_error=6, ios_error=1
2017-08-23 21:09:40,886 INFO: android_total=81, ios_total=6, android_error=34, ios_error=1
2017-08-23 21:09:42,069 INFO: android_total=86, ios_total=14, android_error=59, ios_error=4
2017-08-23 21:09:42,544 INFO: android_total=84, ios_total=16, android_error=57, ios_error=6
2017-08-23 21:09:42,837 INFO: android_total=38, ios_total=10, android_error=23, ios_error=4
2017-08-23 21:09:43,088 INFO: android_total=47, ios_total=6, android_error=17, ios_error=1
2017-08-23 21:11:37,799 INFO: android_total=70, ios_total=30, android_error=48, ios_error=13
2017-08-23 21:11:38,225 INFO: android_total=86, ios_total=14, android_error=56, ios_error=7
2017-08-23 21:11:38,671 INFO: android_total=94, ios_total=6, android_error=58, ios_error=3
2017-08-23 21:11:39,080 INFO: android_total=85, ios_total=15, android_error=58, ios_error=6
2017-08-23 21:11:39,400 INFO: android_total=88, ios_total=12, android_error=40, ios_error=0
2017-08-23 21:11:39,811 INFO: android_total=87, ios_total=13, android_error=55, ios_error=2
2017-08-23 21:11:40,209 INFO: android_total=83, ios_total=17, android_error=57, ios_error=10
2017-08-23 21:11:40,619 INFO: android_total=90, ios_total=10, android_error=68, ios_error=2
2017-08-23 21:11:40,999 INFO: android_total=91, ios_total=9, android_error=65, ios_error=5
2017-08-23 21:11:41,186 INFO: android_total=13, ios_total=4, android_error=10, ios_error=1
2017-08-23 21:11:41,465 INFO: android_total=77, ios_total=6, android_error=33, ios_error=2
2017-08-23 21:11:42,326 INFO: android_total=82, ios_total=18, android_error=55, ios_error=4
2017-08-23 21:11:42,740 INFO: android_total=89, ios_total=11, android_error=67, ios_error=3
2017-08-23 21:11:43,189 INFO: android_total=90, ios_total=10, android_error=60, ios_error=2
2017-08-23 21:11:43,592 INFO: android_total=88, ios_total=12, android_error=61, ios_error=3
2017-08-23 21:11:43,973 INFO: android_total=87, ios_total=13, android_error=37, ios_error=7
2017-08-23 21:11:44,383 INFO: android_total=85, ios_total=15, android_error=54, ios_error=5
2017-08-23 21:11:44,778 INFO: android_total=85, ios_total=15, android_error=55, ios_error=3
2017-08-23 21:11:45,185 INFO: android_total=81, ios_total=19, android_error=52, ios_error=11
2017-08-23 21:11:45,597 INFO: android_total=86, ios_total=14, android_error=55, ios_error=5
2017-08-23 21:11:45,765 INFO: android_total=5, ios_total=1, android_error=4, ios_error=0
2017-08-23 21:11:46,080 INFO: android_total=84, ios_total=10, android_error=34, ios_error=1
2017-08-23 21:11:47,020 INFO: android_total=79, ios_total=17, android_error=53, ios_error=9
2017-08-23 21:11:47,218 INFO: android_total=19, ios_total=2, android_error=7, ios_error=1
2017-08-24 05:18:02,850 INFO: android_total=71, ios_total=29, android_error=48, ios_error=13
2017-08-24 05:18:04,878 INFO: android_total=85, ios_total=15, android_error=55, ios_error=7
2017-08-24 05:18:05,911 INFO: android_total=92, ios_total=8, android_error=57, ios_error=3
2017-08-24 05:18:06,393 INFO: android_total=89, ios_total=11, android_error=56, ios_error=4
2017-08-24 05:18:06,786 INFO: android_total=88, ios_total=12, android_error=41, ios_error=0
2017-08-24 05:18:07,403 INFO: android_total=85, ios_total=15, android_error=62, ios_error=3
2017-08-24 05:18:07,906 INFO: android_total=86, ios_total=14, android_error=50, ios_error=5
2017-08-24 05:18:08,341 INFO: android_total=86, ios_total=14, android_error=64, ios_error=10
2017-08-24 05:18:08,789 INFO: android_total=89, ios_total=11, android_error=62, ios_error=1
2017-08-24 05:18:08,976 INFO: android_total=11, ios_total=1, android_error=8, ios_error=0
2017-08-24 05:18:09,322 INFO: android_total=83, ios_total=5, android_error=34, ios_error=2
2017-08-24 05:18:10,335 INFO: android_total=85, ios_total=15, android_error=62, ios_error=5
2017-08-24 05:18:10,801 INFO: android_total=86, ios_total=14, android_error=57, ios_error=4
2017-08-24 05:18:11,318 INFO: android_total=89, ios_total=11, android_error=66, ios_error=3
2017-08-24 05:18:11,770 INFO: android_total=90, ios_total=10, android_error=62, ios_error=2
2017-08-24 05:18:12,224 INFO: android_total=90, ios_total=10, android_error=57, ios_error=2
2017-08-24 05:18:12,576 INFO: android_total=84, ios_total=16, android_error=35, ios_error=8
2017-08-24 05:18:13,033 INFO: android_total=85, ios_total=15, android_error=54, ios_error=3
2017-08-24 05:18:13,489 INFO: android_total=80, ios_total=20, android_error=55, ios_error=7
2017-08-24 05:18:13,940 INFO: android_total=87, ios_total=13, android_error=52, ios_error=9
2017-08-24 05:18:14,183 INFO: android_total=15, ios_total=8, android_error=8, ios_error=3
2017-08-24 05:18:14,463 INFO: android_total=71, ios_total=6, android_error=30, ios_error=1
2017-08-24 05:18:15,472 INFO: android_total=87, ios_total=13, android_error=59, ios_error=5
2017-08-24 05:18:15,912 INFO: android_total=86, ios_total=14, android_error=58, ios_error=7
2017-08-24 05:18:16,231 INFO: android_total=44, ios_total=10, android_error=27, ios_error=4
2017-08-24 05:18:16,493 INFO: android_total=52, ios_total=6, android_error=19, ios_error=1
2017-08-24 05:27:36,154 INFO: android_total=72, ios_total=28, android_error=49, ios_error=13
2017-08-24 05:27:36,543 INFO: android_total=86, ios_total=14, android_error=57, ios_error=7
2017-08-24 05:27:36,945 INFO: android_total=93, ios_total=7, android_error=57, ios_error=3
2017-08-24 05:27:37,362 INFO: android_total=87, ios_total=13, android_error=40, ios_error=0
2017-08-24 05:27:37,669 INFO: android_total=86, ios_total=14, android_error=59, ios_error=6
2017-08-24 05:27:38,104 INFO: android_total=87, ios_total=13, android_error=55, ios_error=2
2017-08-24 05:27:38,520 INFO: android_total=84, ios_total=16, android_error=56, ios_error=10
2017-08-24 05:27:38,910 INFO: android_total=90, ios_total=10, android_error=67, ios_error=2
2017-08-24 05:27:39,337 INFO: android_total=90, ios_total=10, android_error=64, ios_error=5
2017-08-24 05:27:39,527 INFO: android_total=9, ios_total=4, android_error=7, ios_error=1
2017-08-24 05:27:39,800 INFO: android_total=81, ios_total=6, android_error=33, ios_error=2
2017-08-24 05:27:40,692 INFO: android_total=82, ios_total=18, android_error=56, ios_error=4
2017-08-24 05:27:41,101 INFO: android_total=89, ios_total=11, android_error=65, ios_error=3
2017-08-24 05:27:41,532 INFO: android_total=90, ios_total=10, android_error=63, ios_error=2
2017-08-24 05:27:41,995 INFO: android_total=88, ios_total=12, android_error=60, ios_error=4
2017-08-24 05:27:42,359 INFO: android_total=87, ios_total=13, android_error=38, ios_error=7
2017-08-24 05:27:42,722 INFO: android_total=86, ios_total=14, android_error=56, ios_error=4
2017-08-24 05:27:43,267 INFO: android_total=83, ios_total=17, android_error=53, ios_error=4
2017-08-24 05:27:43,675 INFO: android_total=81, ios_total=19, android_error=53, ios_error=11
2017-08-24 05:27:44,082 INFO: android_total=87, ios_total=13, android_error=57, ios_error=5
2017-08-24 05:27:44,253 INFO: android_total=4, ios_total=2, android_error=3, ios_error=0
2017-08-24 05:27:45,262 INFO: android_total=84, ios_total=10, android_error=34, ios_error=1
2017-08-24 05:27:46,220 INFO: android_total=78, ios_total=17, android_error=54, ios_error=9
2017-08-24 05:27:46,411 INFO: android_total=22, ios_total=2, android_error=8, ios_error=1
2017-08-24 05:43:00,039 INFO: android_total=76, ios_total=24, android_error=36, ios_error=6
2017-08-24 05:43:00,459 INFO: android_total=72, ios_total=28, android_error=33, ios_error=11
2017-08-24 05:43:00,877 INFO: android_total=81, ios_total=19, android_error=40, ios_error=8
2017-08-24 05:43:01,275 INFO: android_total=78, ios_total=22, android_error=40, ios_error=7
2017-08-24 05:43:01,756 INFO: android_total=73, ios_total=27, android_error=33, ios_error=8
2017-08-24 05:43:02,175 INFO: android_total=64, ios_total=36, android_error=33, ios_error=13
2017-08-24 05:43:02,580 INFO: android_total=86, ios_total=14, android_error=28, ios_error=5
2017-08-24 05:43:02,834 INFO: android_total=43, ios_total=8, android_error=19, ios_error=1
2017-08-24 05:45:03,998 INFO: android_total=65, ios_total=35, android_error=34, ios_error=9
2017-08-24 05:45:04,416 INFO: android_total=80, ios_total=20, android_error=35, ios_error=5
2017-08-24 05:45:04,817 INFO: android_total=69, ios_total=31, android_error=33, ios_error=12
2017-08-24 05:45:05,216 INFO: android_total=91, ios_total=9, android_error=27, ios_error=2
2017-08-24 05:45:05,676 INFO: android_total=80, ios_total=20, android_error=42, ios_error=6
2017-08-24 05:45:06,094 INFO: android_total=79, ios_total=21, android_error=38, ios_error=1
2017-08-24 05:45:06,495 INFO: android_total=80, ios_total=20, android_error=37, ios_error=5
2017-08-24 05:45:06,976 INFO: android_total=80, ios_total=20, android_error=49, ios_error=2
2017-08-24 05:45:07,362 INFO: android_total=94, ios_total=6, android_error=36, ios_error=3
2017-08-24 05:45:07,779 INFO: android_total=63, ios_total=27, android_error=36, ios_error=7
2017-08-24 05:45:07,946 INFO: android_total=9, ios_total=1, android_error=1, ios_error=0
2017-08-24 05:45:08,900 INFO: android_total=73, ios_total=17, android_error=36, ios_error=7
2017-08-24 05:45:09,101 INFO: android_total=24, ios_total=0, android_error=8, ios_error=0
2017-08-24 06:14:32,957 INFO: android_total=70, ios_total=30, android_error=46, ios_error=12
2017-08-24 06:14:33,504 INFO: android_total=85, ios_total=15, android_error=54, ios_error=7
2017-08-24 06:14:33,943 INFO: android_total=87, ios_total=13, android_error=53, ios_error=4
2017-08-24 06:14:34,357 INFO: android_total=92, ios_total=8, android_error=57, ios_error=2
2017-08-24 06:14:34,850 INFO: android_total=86, ios_total=14, android_error=55, ios_error=7
2017-08-24 06:14:35,298 INFO: android_total=86, ios_total=14, android_error=53, ios_error=4
2017-08-24 06:14:35,744 INFO: android_total=91, ios_total=9, android_error=29, ios_error=1
2017-08-24 06:14:36,152 INFO: android_total=84, ios_total=16, android_error=51, ios_error=10
2017-08-24 06:14:36,576 INFO: android_total=93, ios_total=7, android_error=68, ios_error=2
2017-08-24 06:14:37,256 INFO: android_total=62, ios_total=7, android_error=43, ios_error=1
2017-08-24 06:14:37,527 INFO: android_total=30, ios_total=1, android_error=16, ios_error=0
2017-08-24 06:14:38,519 INFO: android_total=87, ios_total=13, android_error=60, ios_error=5
2017-08-24 06:14:38,977 INFO: android_total=83, ios_total=17, android_error=52, ios_error=5
2017-08-24 06:14:39,453 INFO: android_total=86, ios_total=14, android_error=60, ios_error=3
2017-08-24 06:14:39,884 INFO: android_total=92, ios_total=8, android_error=63, ios_error=3
2017-08-24 06:14:40,367 INFO: android_total=88, ios_total=12, android_error=59, ios_error=3
2017-08-24 06:14:40,821 INFO: android_total=89, ios_total=11, android_error=56, ios_error=1
2017-08-24 06:14:41,315 INFO: android_total=85, ios_total=15, android_error=55, ios_error=6
2017-08-24 06:14:41,831 INFO: android_total=87, ios_total=13, android_error=31, ios_error=7
2017-08-24 06:14:42,562 INFO: android_total=85, ios_total=15, android_error=54, ios_error=4
2017-08-24 06:14:43,102 INFO: android_total=67, ios_total=17, android_error=42, ios_error=10
2017-08-24 06:14:43,335 INFO: android_total=13, ios_total=3, android_error=6, ios_error=1
2017-08-24 06:14:44,674 INFO: android_total=87, ios_total=13, android_error=59, ios_error=4
2017-08-24 06:14:45,144 INFO: android_total=87, ios_total=13, android_error=56, ios_error=4
2017-08-24 06:14:45,538 INFO: android_total=68, ios_total=16, android_error=45, ios_error=8
2017-08-24 06:14:45,777 INFO: android_total=41, ios_total=4, android_error=13, ios_error=0
2017-08-24 07:01:19,401 INFO: android_total=66, ios_total=34, android_error=39, ios_error=11
2017-08-24 07:01:19,907 INFO: android_total=82, ios_total=18, android_error=32, ios_error=4
2017-08-24 07:01:20,444 INFO: android_total=77, ios_total=23, android_error=32, ios_error=9
2017-08-24 07:01:20,891 INFO: android_total=91, ios_total=9, android_error=26, ios_error=2
2017-08-24 07:01:21,351 INFO: android_total=75, ios_total=25, android_error=41, ios_error=10
2017-08-24 07:01:21,870 INFO: android_total=79, ios_total=21, android_error=39, ios_error=3
2017-08-24 07:01:22,357 INFO: android_total=76, ios_total=24, android_error=38, ios_error=7
2017-08-24 07:01:22,842 INFO: android_total=82, ios_total=18, android_error=42, ios_error=3
2017-08-24 07:01:23,443 INFO: android_total=93, ios_total=7, android_error=37, ios_error=3
2017-08-24 07:01:23,838 INFO: android_total=68, ios_total=22, android_error=44, ios_error=3
2017-08-24 07:01:24,010 INFO: android_total=10, ios_total=0, android_error=2, ios_error=0
2017-08-24 07:01:25,112 INFO: android_total=75, ios_total=25, android_error=36, ios_error=10
2017-08-24 07:01:25,419 INFO: android_total=45, ios_total=7, android_error=21, ios_error=2
2017-08-24 07:01:25,641 INFO: android_total=37, ios_total=2, android_error=10, ios_error=1
2017-08-24 07:47:39,982 INFO: android_total=69, ios_total=31, android_error=46, ios_error=12
2017-08-24 07:47:40,417 INFO: android_total=86, ios_total=14, android_error=55, ios_error=8
2017-08-24 07:47:40,838 INFO: android_total=89, ios_total=11, android_error=57, ios_error=2
2017-08-24 07:47:41,294 INFO: android_total=91, ios_total=9, android_error=61, ios_error=3
2017-08-24 07:47:41,708 INFO: android_total=89, ios_total=11, android_error=61, ios_error=4
2017-08-24 07:47:42,183 INFO: android_total=86, ios_total=14, android_error=54, ios_error=5
2017-08-24 07:47:42,580 INFO: android_total=91, ios_total=9, android_error=30, ios_error=1
2017-08-24 07:47:42,952 INFO: android_total=86, ios_total=14, android_error=58, ios_error=9
2017-08-24 07:47:43,416 INFO: android_total=91, ios_total=9, android_error=61, ios_error=2
2017-08-24 07:47:43,772 INFO: android_total=68, ios_total=4, android_error=48, ios_error=2
2017-08-24 07:47:43,962 INFO: android_total=28, ios_total=0, android_error=16, ios_error=0
2017-08-24 07:47:44,965 INFO: android_total=81, ios_total=19, android_error=52, ios_error=6
2017-08-24 07:47:45,447 INFO: android_total=82, ios_total=18, android_error=53, ios_error=4
2017-08-24 07:47:46,003 INFO: android_total=90, ios_total=10, android_error=65, ios_error=4
2017-08-24 07:47:46,460 INFO: android_total=89, ios_total=11, android_error=65, ios_error=2
2017-08-24 07:47:46,909 INFO: android_total=90, ios_total=10, android_error=56, ios_error=3
2017-08-24 07:47:47,358 INFO: android_total=86, ios_total=14, android_error=51, ios_error=3
2017-08-24 07:47:47,802 INFO: android_total=80, ios_total=20, android_error=52, ios_error=7
2017-08-24 07:47:48,210 INFO: android_total=86, ios_total=14, android_error=31, ios_error=7
2017-08-24 07:47:48,639 INFO: android_total=88, ios_total=12, android_error=54, ios_error=7
2017-08-24 07:47:48,983 INFO: android_total=65, ios_total=14, android_error=44, ios_error=7
2017-08-24 07:47:49,186 INFO: android_total=18, ios_total=3, android_error=9, ios_error=1
2017-08-24 07:47:50,060 INFO: android_total=87, ios_total=13, android_error=58, ios_error=3
2017-08-24 07:47:50,500 INFO: android_total=83, ios_total=17, android_error=56, ios_error=10
2017-08-24 07:47:50,677 INFO: android_total=2, ios_total=1, android_error=2, ios_error=0
2017-08-24 07:47:50,893 INFO: android_total=32, ios_total=2, android_error=9, ios_error=0
2017-08-24 08:35:45,719 INFO: android_total=70, ios_total=30, android_error=48, ios_error=14
2017-08-24 08:35:46,209 INFO: android_total=86, ios_total=14, android_error=53, ios_error=7
2017-08-24 08:35:46,709 INFO: android_total=92, ios_total=8, android_error=57, ios_error=3
2017-08-24 08:35:47,141 INFO: android_total=89, ios_total=11, android_error=58, ios_error=4
2017-08-24 08:35:47,536 INFO: android_total=86, ios_total=14, android_error=39, ios_error=0
2017-08-24 08:35:47,962 INFO: android_total=87, ios_total=13, android_error=60, ios_error=4
